Name	Label	Question	Type	Var
III1R2C2	Recursos de Otras Empresas del Grupo Monto Invertido 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R3C1	Recursos Públicos Monto Invertido 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R3C2	Recursos Públicos Monto Invertido 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R4C1	Recursos de Banca Privada Monto Nacional 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R4C2	Recursos de Banca Privada Monto Extranjero 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R4C3	Recursos de Banca Privada Monto Nacional 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R4C4	Recursos de Banca Privada Monto Extranjero 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R5C1	Recursos de Otras Empresas Monto Nacional 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R5C2	Recursos de Otras Empresas Monto Extranjero 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R5C3	Recursos de Otras Empresas Monto Nacional 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R5C4	Recursos de Otras Empresas Monto Extranjero 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R6C1	Fondos de Capital Privado Monto Nacional 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R6C2	Fondos de Capital Privado Monto Extranjero 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R6C3	Fondos de Capital Privado Monto Nacional 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R6C4	Fondos de Capital Privado Monto Extranjero 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R7C1	Recursos de Cooperación o Donaciones o Contrapartidas Monto Nacional 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R7C2	Recursos de Cooperación o Donaciones o Contrapartidas Monto Extranjero 2010	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
III1R7C3	Recursos de Cooperación o Donaciones o Contrapartidas Monto Nacional 2011	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2010 y 2011. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d	mon
