Name	Label	Question	Type
II1R9C1	Formación y capacitación especializada Monto Invertido 2014	Indique el valor invertido por su empresa en los años 2014 y 2015, en cada una de las siguientes actividades científicas, tecnológicas y de innovación, para la introducción de servicios o bienes nuevos o significativamente mejorados, y/o la implementación de procesos nuevos o significativamente mejorados, de métodos organizativos nuevos, o de técnicas de comercialización nuevas.	d
II1R9C2	Formación y capacitación especializada Monto Invertido 2015	Indique el valor invertido por su empresa en los años 2014 y 2015, en cada una de las siguientes actividades científicas, tecnológicas y de innovación, para la introducción de servicios o bienes nuevos o significativamente mejorados, y/o la implementación de procesos nuevos o significativamente mejorados, de métodos organizativos nuevos, o de técnicas de comercialización nuevas.	d
II1R10C1	Total monto invertido Monto Invertido 2014	Indique el valor invertido por su empresa en los años 2014 y 2015, en cada una de las siguientes actividades científicas, tecnológicas y de innovación, para la introducción de servicios o bienes nuevos o significativamente mejorados, y/o la implementación de procesos nuevos o significativamente mejorados, de métodos organizativos nuevos, o de técnicas de comercialización nuevas.	d
II1R10C2	Total monto invertido Monto Invertido 2015	Indique el valor invertido por su empresa en los años 2014 y 2015, en cada una de las siguientes actividades científicas, tecnológicas y de innovación, para la introducción de servicios o bienes nuevos o significativamente mejorados, y/o la implementación de procesos nuevos o significativamente mejorados, de métodos organizativos nuevos, o de técnicas de comercialización nuevas.	d
II2R1C1	¿Su empresa realizó actividades relacionadas con biotecnología durante el período 2014-2015? Sí, No	¿Su empresa realizó actividades relacionadas con biotecnología durante el período 2014-2015? SI=1 NO=2	i
II3R1C1	La inversión en actividades relacionadas con biotecnología debe ser menor o igual que el valor total reportado en el numeral II.1 Monto Invertido 2014	Del valor total invertido en ACTI (pregunta II.1), indique el monto correspondiente a actividades relacionadas con Biotecnología realizadas por su empresa en los años 2014 y 2015.	d
II3R1C2	La inversión en actividades relacionadas con biotecnología debe ser menor o igual que el valor total reportado en el numeral II.1 Monto Invertido 2015	Del valor total invertido en ACTI (pregunta II.1), indique el monto correspondiente a actividades relacionadas con Biotecnología realizadas por su empresa en los años 2014 y 2015.	d
III1R1C1	Recursos Propios de la Empresa Monto Invertido 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R1C2	Recursos Propios de la Empresa Monto Invertido 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R2C1	Recursos de Otras Empresas del Grupo Monto Invertido 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R2C2	Recursos de Otras Empresas del Grupo Monto Invertido 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R3C1	Recursos Públicos Monto Invertido 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R3C2	Recursos Públicos Monto Invertido 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R4C1	Recursos de Banca Privada Monto Nacional 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R4C2	Recursos de Banca Privada Monto Extranjero 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R4C3	Recursos de Banca Privada Monto Nacional 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R4C4	Recursos de Banca Privada Monto Extranjero 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R5C1	Recursos de Otras Empresas Monto Nacional 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R5C2	Recursos de Otras Empresas Monto Extranjero 2014	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
III1R5C3	Recursos de Otras Empresas Monto Nacional 2015	Distribuya el total invertido en actividades científicas, tecnológicas y de innovación (total de la inversión del Capítulo II), según la fuente original de los recursos usados para financiar dichas inversiones en los años 2014 y 2015. Debe distinguirse entre el uso de recursos propios de la empresa, recursos de otras empresas del grupo, recursos públicos, recursos de banca privada, recursos de otras empresas ajenas al grupo, fondos de capital privado y recursos de cooperación o donaciones.	d
